Id,Project_Id,Author_Id,Title,Year,Authors
1451,1,1451,Prescriptions for angiotensin-converting enzyme inhibitors/angiotensin receptor blockers and monitoring of serum creatinine and potassium in patients with chronic kidney disease,2012,Pei-Tzu Wang and Yaw-Bin Huang and Ming-Yen Lin and Pei-Fen Chuang and Shang-Jyh Hwang
1452,1,1452,Multidisciplinary care program in pre-end-stage kidney disease from 2010 to 2018 in Taiwan,2022,Ming-Yen Lin and Min-Yu Chang and Pei-Yu Wu and Ping-Hsun Wu and Ming-Huang Lin and Chih-Cheng Hsu and Jer-Ming Chang and Shang-Jyh Hwang and Yi-Wen Chiu
1453,1,1453,Association of glomerular filtration rate slope with timely creation of vascular access in incident hemodialysis,2021,Lee-Moay Lim and Ming-Yen Lin and Shang-Jyh Hwang and Hung-Chun Chen and Yi-Wen Chiu
1454,1,1454,The association of echocardiographic parameters on renal outcomes in chronic kidney disease,2021,Tzu-Heng Huang and Hsuan Chiu and Pei-Yu Wu and Jiun-Chi Huang and Ming-Yen Lin and Szu-Chia Chen and Jer-Ming Chang
1455,1,1455,Long-term outcomes of lateral tunneled transposed brachiobasilic arteriovenous fistulas in elderly hemodialysis patient,2019,Yen-Chin Lin and Yu-Ying Huang and Ming-Yen Lin and Yi-Wen Chiu and Lee-Moay Lim and Chong-Chao Hsieh
1456,1,1456,"Mobile health, disease knowledge, and self-care behavior in chronic kidney disease: a prospective cohort study",2021,Yi-Chun Tsai and Pei-Ni Hsiao and Mei-Chuan Kuo and Shu-Li Wang and Tzu-Hui Chen and Lan-Fang Kung and Shih-Ming Hsiao and Ming-Yen Lin and Shang-Jyh Hwang and Hung-Chun Chen and Yi-Wen Chiu
1457,1,1457,Data analysis of the risks of type 2 diabetes mellitus complications before death using a data-driven modelling approach: methodologies and challenges in prolonged diseases,2021,Ming-Yen Lin and Jia-Sin Liu and Tzu-Yang Huang and Ping-Hsun Wu and Yi-Wen Chiu and Yihuang Kang and Chih-Cheng Hsu and Shang-Jyh Hwang and Hsing Luh
1458,1,1458,Low dose ultraviolet B irradiation at 308 nm with light-emitting diode device effectively increases serum levels of 25 (OH) D,2021,Ming-Yen Lin and Lee Moay Lim and Siao-Ping Tsai and Feng-Xuan Jian and Shang-Jyh Hwang and Yu-Hsuan Lin and Yi-Wen Chiu
1459,1,1459,Association of hyperglycemia episodes on long-term mortality in type 2 diabetes mellitus with vascular dementia: a population-based cohort study,2019,Chun-Lin Liu and Ming-Yen Lin and Shang-Jyh Hwang and Ching-Kuan Liu and Huei-Lan Lee and Ming-Tsang Wu
1460,1,1460,CKD care programs and incident kidney failure: a study of a national disease management program in Taiwan,2022,Ming-Yen Lin and Yi-Wen Chiu and Yung-Ho Hsu and Mai-Szu Wu and Jer-Ming Chang and Chih-Cheng Hsu and Chih-Wei Yang and Wu-Chang Yang and Shang-Jyh Hwang
1461,1,1461,Towards model-informed precision dosing with expert-in-the-loop machine learning,2021,Yihuang Kang and Yi-Wen Chiu and Ming-Yen Lin and Fang-Yi Su and Sheng-Tai Huang
1462,1,1462,Harmonizing formula prescription patterns for chronic kidney disease: a population-based cross-sectional study,2020,Hung-Lung Lin and Ming-Yen Lin and Cheng-Hsun Tasi and Yi-Hsiu Wang and Chung-Jen Chen and Shang-Jyh Hwang and Yi-Wen Chiu
1463,1,1463,Predominant global glomerulosclerosis in patients of upper urinary tract urothelial carcinoma with pre-existing renal function impairment is a predictor of poor renal outcomes,2019,Sheng-Wen Niu and Peir-In Liang and Ming-Yen Lin and Shih-Meng Yeh and Yen-Yi Zhen and Yu-Han Chang and Pin-Chia Huang and Chi-Chi Hung and I Kuo and Hugo You-Hsien Lin and Mei-Chuan Kuo and Wei-Ming Li and Chun-Nung Huang and Wen-Jeng Wu and Li-Tzong Chen and Yi-Wen Chiu and Shang-Jyh Hwang
1464,1,1464,Public health for chronic kidney disease prevention and care,2022,Ming-Yen Lin and Marco Fiorentino and I-Wen Wu
1465,1,1465,Kidney Function Change and All-Cause Mortality in Denosumab Users with and without Chronic Kidney Disease,2022,Ping-Hsun Wu and Ming-Yen Lin and Teng-Hui Huang and Tien-Ching Lee and Sung-Yen Lin and Chung-Hwan Chen and Mei-Chuan Kuo and Yi-Wen Chiu and Jer-Ming Chang and Shang-Jyh Hwang
1466,1,1466,Effect of nephrology care on mortality in incident dialysis patients: A population-based cohort study,2021,Cheng-Yin Chung and Ping-Hsun Wu and Yi-Wen Chiu and Shang-Jyh Hwang and Ming-Yen Lin
1467,1,1467,Effectiveness of antiresorptive medications in women on long-term dialysis after hip fracture: A population-based cohort study,2020,Yu-Ciou Lin and Tien-Ching Lee and Chung-Yu Chen and Shun-Jin Lin and Shang-Jyh Hwang and Ming-Yen Lin
1468,1,1468,SUN-107 THE PREVALENCE OF CHRONIC KIDNEY DISEASE IN ASIA–A SYSTEMATIC REVIEW AND ANALYSIS,2020,T Liyanage and T Toyama and T Ninomiya and V Perkovic and M Woodward and M Fukagawa and K Matsushita and K Praditpornsilpa and HL Seong and K Iseki and MY Lin and HA Stirnadel-Farrant and V Jha and M Jun
1469,1,1469,MP594 DEPRESSION ASSOCIATED WITH HIGHER ALL-CAUSE MORTALITY AND INFECTION-RELATED ADVERSE OUTCOMES IN PATIENTS UNDERGOING DIALYSIS,2016,Ping-Hsun Wu and Ming-Yen Lin and Yi-Ting Lin and Teng-hui Huang and Hung-Tien Kuo and Chi-Chih Hung and Yi-Chun Yeh and Jer-Chia Tsai
1470,1,1470,慢性腎臟病人生活品質與其相關因素探討,2014,王淑麗， 蕭仕敏， 林明彥， 蔡宜純， 吳鈴珠
1471,1,1471,Associations of air pollutant concentrations with longitudinal kidney function changes in patients with chronic kidney disease,2023,Cheng-Yin Chung and Shang-Yu Wu and Huei-Hsuan Chiu and Tzu-Ning Wu and Your-Tong Wang and Ming-Yen Lin and iH3 Research Group
1472,1,1472,"Kidney Health and Care: Current Status, Challenges, and Developments",2023,Ming-Yen Lin and Yi-Wen Chiu and Yu-Hsuan Lin and Yihuang Kang and Ping-Hsun Wu and Jeng-Huei Chen and Hsing Luh and Shang-Jyh Hwang and iH3 Research Group
1473,1,1473,WCN23-0200 PREVALENCE AND TREATMENT PATTERNS OF ANAEMIA IN INDIVIDUALS WITH CHRONIC KIDNEY DISEASE ACROSS ASIA,2023,D KIM and J Lee and T Toyama and T Liyanage and M Woodward and K Matsushita and LS Hooi and MY Lin and K Iseki and V Jha and MG Wong and M Jun
1474,1,1474,System and method for assessing risk of type 2 mellitus diabetes complications,2023,Ming-Yen Lin and Jia-Sin Liu and Ping-Hsun Wu and Yi-Wen Chiu and Chih-Cheng Hsu and Shang-Jyh Hwang and Hsing Luh
1475,1,1475,Reliability analysis of a novel measurement system for quantifying human skin color,2023,Chien‐Chung Chen and Cheng‐Yin Chung and Yi‐Wen Chiu and Yu‐Hsuan Lin and Ling‐Shan Tse and Ching‐Ying Wu and Shang‐Jyh Hwang and Ming‐Yen Lin and iH3 research group
1476,1,1476,Associations of Air Pollutant Concentrations with Longitudinal Renal Function Changes in Patients with Chronic Kidney Disease,2023,Cheng-Yin Chung and Shang-Yu Wu and Huei-Hsuan Chiu and Tzu-Ning Wu and Yu-Tong Wang and Ming-Yen Lin
1477,1,1477,Summary of the 2021 Annual Report on Kidney Disease in Taiwan,2022,Chih-Cheng Hsu and Chia-Te Liao and Ming-Yen Lin and Ming-Huang Lin and Yu-Wei Chen and Cai-Mei Zheng and Yen-Chung Lin and Mei-Yi Wu and Yi-Wen Chiu and Shang-Jyh Hwang and Yung-Ho Hsu and Mai-Szu Wu and Taiwan Society of Nephrology
1478,1,1478,Dementia was Associated with Increased Risk of All-Cause Mortality and Hemorrhagic Stroke in Patients with Kidney Failure,2022,Wen-Ching Chen and Ping-Hsun Wu and Yi-Ting Lin and Ming-Yen Lin and Teng-hui Huang and Yi-Wen Chiu and Jer-Chia Tsai and Shang-Jyh Hwang
1479,1,1479,Factors associated with renal function state transitions: A population-based community survey in Taiwan,2022,Ming-Hsien Tsai and Ming-Yen Lin and Chen-Yang Hsu and Amy Ming-Fang Yen and Tony Hsiu-Hsi Chen and Sherry Yueh-Hsia Chiu and Shang-Jyh Hwang
1480,1,1480,PKD2 founder mutation is the most common mutation of polycystic kidney disease in Taiwan,2022,Chih-Chuan Yu and An-Fu Lee and Stefen Kohl and Ming-Yen Lin and Siao Muk Cheng and Chi-Chih Hung and Jer-Ming Chang and Yi-Wen Chiu and Shang-Jyh Hwang and Edgar A Otto and Friedhelm Hildebrandt and Taiwan PKD Consortium and Daw-Yang Hwang
1481,1,1481,Dialysis Duration and Glucose Exposure Amount Do Not Increase Mortality Risk in Peritoneal Dialysis Patients: A Population-Based Cohort Study From 2004 to 2012,2022,Pei-Yu Wu and Ming-Yen Lin and Shang-Jyh Hwang and Yi-Wen Chiu
1482,1,1482,"System and method for determining skin color, method for generating icc profile, and image capturing device",2019,Yu-Hsuan Lin and Rou-Jhen Chen and LI Cheng-Ru and Kuo-Cheng Huang and Ming-Yen Lin and Yi-Wen Chiu and Shang-Jyh Hwang and Chih-Yi Yang
1483,1,1483,ASO Author Reflections: Dialysis and Recurrence in Urothelial Cancer,2018,Ming-Yen Lin and Shang-Jyh Hwang
1484,1,1484,"Life Quality, Socioeconomics Status, Citizens’ Self‐Assessed Health: Some Evidence and Implications",2018,Wei-Ning Wu and Ming-Yen Lin and Xiang Cai and Yen-Hsu Chen and Ching-Chu Yu
1485,1,1485,Planned Initiation of Hemodialysis Alleviates the Survival Disadvantage of Hemodialysis Over Peritoneal Dialysis,2018,Shuang-Yi Yeh and Ming-Yen Lin and Shang-Jyh Hwang and Hung-Chun Chen and Yi-Wen Chiu
1486,1,1486,Low dose of narrow-band ultraviolet B lamp for improving vitamin D synthesis with minimum skin damage,2018,Yu-Hsuan Lin and Yi-Wen Chiu and Ming-Yen Lin and Siao-Ping Tsai and Feng-Xuan Jian and Shang-Jyh Hwang and Kuo-Cheng Huang
1487,1,1487,Association of Hyperuricemia with Chronic Kidney Disease in the Metabolically Healthy Population,2017,Ming-Yen Lin and Shang-Jyh Hwang and Hung-Yi Chuang and Joh-Jong Huang and Pei-Chen Lin and Chien-Hung Lee
1488,1,1488,Cost-Effectiveness of a Pre-ESRD Pay-for-Performance Program Among Pre-Dialized Advanced Chronic Kidney Disease Patients in Taiwan,2016,Hui-Min Hsieh and Ming-Yen Lin and Shang-Jyh Hwang
1489,1,1489,"INCREASED RISK OF DEATH, CARDIOVASCULAR AND INFECTION-RELATED ADVERSE OUTCOMES IN DIALYSIS PATIENTS WITH DEMENTIA",2016,Yi-Ting Lin and Ping-Hsun Wu and Ming-Yen Lin and Teng-hui Huang and Yi-Wen Chiu and Shang-Jyh Hwang and Jer-Chia Tsai and Hung-Chun Chen
1490,1,1490,"SP594 INCREASED RISK OF DEATH, CARDIOVASCULAR AND INFECTION-RELATED ADVERSE OUTCOMES IN DIALYSIS PATIENTS WITH DEMENTIA",2016,Yi-Ting Lin and Ping-Hsun Wu and Ming-Yen Lin and Teng-hui Huang and Yi-Wen Chiu and Shang-Jyh Hwang and Jer-Chia Tsai and Hung-Chun Chen
1491,1,1491,DEPRESSION ASSOCIATED WITH HIGHER ALL-CAUSE MORTALITY AND INFECTION-RELATED ADVERSE OUTCOMES IN PATIENTS UNDERGOING DIALYSIS,2016,Ping-Hsun Wu and Ming-Yen Lin and Yi-Ting Lin and Teng-hui Huang and Hung-Tien Kuo and Chi-Chih Hung and Yi-Chun Yeh and Jer-Chia Tsai
1492,1,1492,ASSOCIATED FACTORS OF PHYSICAL FUNCTION IN LATE CHRONIC KIDNEY DISEASE,2016,Shih-Ming Hsiao and Yi-Chun Tsai and Ming-Yen Lin and Tzu-Hui Chen and Shu-Li Wang and Pei-Ni Hsiao and Lan-Fang Kung and Cheng-Sheng Chen and Mei-Chuan Kuo
1493,1,1493,以針灸療法治療末期糖尿病腎病變的中醫個案報告,2016,林宏隆 and 蔡政勳 and 爐士哲 and 黃尚志林明彥
1494,1,1494,The association of Sitagliptin treatment with all-cause mortality and renal outcomes in diabetic patients with chronic kidney disease,2016,Ping-Hsun Wu and Ming-Yen Lin and Teng-Hui Huang and Yi-Ting Lin and Jer-Chia Tsai
1495,1,1495,Impact of Atrial Fibrillation on Chronic Kidney Disease Patients,2015,Yi-Ting Lin and Ping-Hsun Wu and Ming-Yen Lin and Hui-Min Hsieh and Feng-Shiuan Jian and Mei-Chuan Kuo and Shang-Jhy Hwang and Hung-Chun Chen
1496,1,1496,Risk of Death and Cardiovascular Outcomes in Chronic Kidney Disease Patients with Chronic Obstructive Pulmonary Disease,2015,Ping-Hsun Wu and Yi-Ting Lin and Ming-Yen Lin and Hui-Min Hsieh and Feng-Shiuan Jian and Mei-Chuan Kuo and Shang-Jhy Hwang and Hung-Chun Chen
1497,1,1497,Using chinese herbal medicine containing mu-tong is associated with upper urinary tract cancer in patient with end-stage renal disease,2014,Shang-Jyh Hwang and Ming-Yen Lin and Huei-Lan Lee and Hong-Long Lin and Wei-Ming Li and Wen-Jeng Wu and Chun-Hsiung Huang and Li-Tzong Chen
1498,1,1498,Effect of cuts in reimbursement on first-year mortality in incident esrd dialysis patients: A nationwide population-based study over the period 1999 to 2007,2014,Shang-Jyh Hwang and Hui-Min Hsieh and Hsueh-Fen Chen and Lih-Wen Mau and Ming-Yen Lin and Chih-Cheng Hsu and Wu-Chang Yang
1499,1,1499,C 型肝炎感染增加發展末期腎臟病的風險-使用競爭風險分析,2014,李佳蓉， 林明彥， 張榮叁， 洪啟智， 張哲銘， 陳鴻鈞， 余明隆， 黃尚志
1500,1,1500,肝硬化與肺結核發生率之相關性,2014,林憶婷， 吳秉勳， 林俊佑， 林明彥， 莊弘毅， 黃志富， 余明隆， 莊萬龍
1501,1,1501,A short-term effect of low-dose aspirin on major hemorrhagic risks in primary prevention: a case-crossover design,2014,吳宜珍， 林明彥， 余方榮， 謝慧敏， 邱桂芬， 吳明蒼
1502,1,1502,HEPATITIS C INFECTION IS AS AN INITIATION FACTOR BUT NOT PROGRESSION FACTOR TO RENAL DISEASE?,2013,Shang-Jyh Hwang and Jia-Jung Lee and Ming-Yen Lin and Jung-San Chang
1503,1,1503,Predicting mortality of incident dialysis patients in Taiwan-A longitudinal population-based study,2013,吳秉勳， 林憶婷， 李子奇， 林明彥， 郭美娟， 邱怡文， 黃尚志， 陳鴻鈞
1504,1,1504,"地理區, 年齡及中草藥的使用對台灣慢性腎臟病/末期腎臟病發生率, 盛行率之影響",2013,林明彥
1505,1,1505,"在慢性腎臟病病人, 心臟超音波參數與心血管疾病呈有意義相關",2012,陳思嘉， 張哲銘， 劉婉君， 黃俊祺， 蔡哲嘉， 林明彥， 蘇河名， 黃尚志， 陳鴻鈞， 蘇河名
1506,1,1506,台灣新發透析病患就醫與醫師執業行為之研究,2012,李子奇， 林明彥， 邱怡文， 黃尚志
1507,1,1507,透析前後罹患上泌尿道癌症病人的特性分析-以母群體為基礎的研究,2012,林明彥， 郭美娟， 陳立宗， 吳文正， 陳鴻均， 黃尚志
1508,1,1508,Quality of life predicts risks of end-stage renal disease and mortality in patients with chronic kidney disease,2011,Yi-Chun Tsai and Chi-Chih Hung and Shang-Jyh Hwang and Shu-Li Wang and Shih-Ming Hsiao and Ming-Yen Lin and Lan-Fang Kung and Pei-Ni Hsiao and Hung-Chun Chen
1509,1,1509,"Quality of life predicts risks of end-stage renal disease and mortality in patients with chronic kidney disease (vol 25, pg 1621, 2010)",2011,Yi-Chun Tsai and Chi-Chih Hung and Shang-Jyh Hwang and Shu-Li Wang and Shih-Ming Hsiao and Ming-Yen Lin and Lan-Fang Kung and Pei-Ni Hsiao and Hung-Chun Chen
1510,1,1510,APRI 在預測 C 型肝炎相關肝纖維化及慢性腎臟病的表現,2011,李佳蓉， 黃尚志， 林明彥， 黃釧峰， 余明隆， 陳鴻鈞
1511,1,1511,"在慢性腎臟病病人, 心臟超音波參數與腎功能惡化及進展至透析呈有意義相關",2011,陳思嘉， 蘇河名， 洪啟智， 張哲銘， 劉婉君， 蔡哲嘉， 林明彥， 黃尚志， 陳鴻鈞
1512,1,1512,在慢性腎臟病病人其臂動脈心室射出前時間及心室射出時間之比例和左心室射血比及左心室質量指數有明顯相關性,2011,陳思嘉， 張哲銘， 劉婉君， 蔡哲嘉， 陳苓怡， 林明彥， 許栢超， 林宗憲， 蘇河名， 黃尚志， 陳鴻鈞
1513,1,1513,Darbepoetin 治療在慢性腎臟病病人可改善心功能與生活品質,2010,吳秉勳， 郭美娟， 李智雄， 林明彥， 陳苓怡， 邱怡文， 黃尚志， 陳鴻鈞
1514,1,1514,高雄縣慢性腎臟病流行病學調查,2010,林明彥， 黃尚志， 莊弘毅， 黃志中， 李建宏
1515,1,1515,Risks of Malignancies Before and After Dialysis Patients in ESRD Patients-Results from National Health Insurance Data Analysis in Taiwan,2010,黃尚志， 林明彥， 陳立宗， 陳鴻鈞
1516,1,1516,"流行地區的 B, C 型肝炎與慢行腎臟病相關性--一個橫斷性研究",2010,李佳蓉， 林明彥， 楊奕馨， 盧勝男， 陳鴻鈞， 黃尚志
1517,1,1517,晚期慢行腎臟病與老化對老年族群醫療資源耗用的衝擊-一個南台灣的世代研究,2010,林明彥， 黃尚志， 毛莉雯， 陳鴻均， 黃素貞， 吳鈴珠， 邱亨嘉
1518,1,1518,在排除前導期偏差後; 早期腎臟科轉介仍改善血液透析病人存活率,2010,陳思嘉， 黃尚志， 蔡哲嘉， 劉婉君， 黃素貞， 周明瑾， 林明彥， 張哲銘， 陳鴻鈞
1519,1,1519,血液透析病患家屬罹患慢性腎臟疾病盛行率與危險因子,2010,蔡哲嘉， 陳思嘉， 黃尚志， 張哲銘， 林明彥， 陳鴻鈞
1520,1,1520,慢性腎臟病患之生活品質可預測透析與死亡之風險,2010,蔡宜純， 洪啟智， 黃尚志， 王淑麗， 蕭仕敏， 林明彥， 龔蘭芳， 蕭佩妮， 陳鴻鈞
1521,1,1521,血管通路建立時機對新進入血液透析患者住院醫療費用之影響,2009,吳鈴珠， 林明彥， 謝炯昭， 黃尚志
1522,1,1522,過去服用中草藥與非類固醇止痛劑對新進入透析之病患發生癌症之衝擊-台灣全國性世代研究分析,2009,林明彥， 陳立宗， 黃尚志， 陳鴻鈞
1523,1,1523,高雄縣慢性腎臟病盛行率調查,2009,林明彥， 黃尚志， 莊弘毅， 黃志中， 李建宏
1524,1,1524,中草藥與非類固醇止痛劑對血液透析病人發展癌症之衝擊--全國性世代之研究,2009,林明彥， 黃尚志， 陳立宗， 陳鴻鈞
1525,1,1525,Epidemiology Survey on the Prevalence of Chronic Kidney Disease in Southern Taiwan,2009,Ming Yen Lin and Shang-Jyh Hwang and Hong-Yi Chuang and Joh-Jong Huang and Chien-Hung Lee
1526,1,1526,"比較預先植管及傳統植管對腹膜透析病患之生活品質, 憂鬱狀況及焦慮探討",2008,尤慧燕， 王淑麗， 蕭彬吾， 陳芳銘， 林明彥， 郭美娟， 陳鴻鈞， 黃尚志
